"Case_Id","Sample_Type","Eligibility_Concerns","Eligibility_Outcome","Validation_Study_Outcome","Did_Vote","Political_Party","Voting_Level_Difficulty_Code"
332240,4,0,-2,-2,4,"Republican",1
332264,4,0,-2,-2,4,"Republican",4
332417,3,2,4,3,4,"Democrat",1
332486,4,0,-2,-2,4,"Democrat",1
332516,4,0,-2,-2,4,"Democrat",1
332530,3,0,-2,-2,4,"Republican",1
332585,3,0,-2,-2,4,"Democrat",2
332646,4,1,1,1,4,"Democrat",1
332677,3,0,-2,-2,4,"Democrat",2
332783,4,0,1,1,4,"Democrat",1
332790,4,0,-2,-2,4,"Republican",1
332820,3,0,-2,-2,4,"Democrat",1
332905,4,0,-2,-2,4,"Democrat",1
332943,4,0,-2,-2,4,"Republican",1
333007,4,0,-2,-2,4,"Democrat",1
333052,4,0,-2,-2,4,"Republican",1
333113,4,0,-2,-2,4,"Republican",1
333144,3,0,-2,-2,4,"Republican",2
333175,4,0,-2,-2,4,"Democrat",1
333298,4,0,-2,-2,4,"Democrat",1
333489,4,0,-2,-2,-1,"Democrat",2
333595,4,0,-2,-2,4,"Republican",1
333625,4,0,-2,-2,4,"Democrat",1
333649,3,0,-2,-2,4,"Republican",1
333656,3,0,-2,-2,4,"Republican",1
333663,4,1,1,1,4,"Democrat",2
333687,3,0,-2,-2,4,"Democrat",1
333762,4,0,-2,-2,4,"Democrat",1
333922,3,1,1,5,4,"Republican",1
334017,4,0,1,1,-1,"Democrat",1
334031,4,0,-2,-2,4,"Republican",1
334055,4,0,-2,-2,4,"Republican",1
334109,4,0,-2,-2,4,"Democrat",1
334116,3,0,-2,-2,4,"Democrat",1
334123,4,0,-2,-2,4,"Democrat",1
334154,3,0,-2,-2,4,"Republican",1
334161,3,0,-2,-2,4,"Democrat",1
334291,4,0,1,1,4,"Democrat",1
334338,4,0,-2,-2,4,"Democrat",1
334390,3,0,-2,-2,4,"Democrat",3
334420,4,0,-2,-2,4,"Democrat",1
334482,3,0,-2,-2,4,"Republican",1
334536,4,0,-2,-2,4,"Republican",2
334628,4,2,4,3,-1,"Democrat",3
334659,4,0,-2,-2,4,"Democrat",1
334673,4,0,-2,-2,4,"Democrat",1
334703,4,0,-2,-2,-1,"Democrat",1
334727,3,0,-2,-2,4,"Democrat",1
334758,3,0,-2,-2,4,"Democrat",2
334802,3,0,-2,-2,4,"Republican",1
334819,4,0,-2,-2,4,"Republican",1
334888,4,0,-2,-2,4,"Republican",1
334895,4,0,-2,-2,4,"Republican",1
334932,3,0,-2,-2,4,"Democrat",1
334956,3,0,-2,-2,4,"Democrat",1
335058,3,0,-2,-2,4,"Democrat",1
335157,4,0,-2,-2,4,"Republican",1
335201,4,0,-2,-2,4,"Democrat",2
335249,4,0,-2,-2,4,"Republican",1
335317,4,0,-2,-2,-1,"Republican",1
335454,3,0,-2,-2,4,"Republican",1
335560,4,0,-2,-2,4,"Republican",1
335638,3,2,1,5,4,"Democrat",1
335645,4,0,-2,-2,4,"Republican",1
335652,4,0,-2,-2,4,"Republican",1
335690,3,0,1,1,4,"Republican",1
335713,4,0,1,1,4,"Democrat",1
335744,4,0,-2,-2,4,"Democrat",2
335812,3,0,-2,-2,4,"Republican",2
335836,4,0,1,1,4,"Republican",1
335966,4,0,-2,-2,4,"Democrat",1
335980,3,0,-2,-2,4,"Democrat",1
336006,4,0,1,1,4,"Republican",1
336051,4,0,-2,-2,4,"Democrat",1
336082,4,0,-2,-2,4,"Democrat",1
336105,4,1,3,4,4,"Democrat",1
336235,3,0,-2,-2,4,"Republican",1
336259,4,0,-2,-2,4,"Republican",1
336327,3,0,-2,-2,4,"Republican",1
336365,4,0,-2,-2,4,"Democrat",1
336419,4,0,-2,-2,4,"Democrat",1
336426,3,0,-2,-2,4,"Republican",1
336440,4,0,-2,-2,4,"Democrat",1
336495,4,0,-2,-2,4,"Republican",1
336501,4,0,-2,-2,4,"Democrat",1
336617,3,0,-2,-2,4,"Republican",1
336662,4,0,-2,-2,4,"Democrat",1
336730,4,0,-2,-2,-1,"Republican",1
336792,4,0,-2,-2,4,"Republican",1
336846,4,0,-2,-2,4,"Republican",1
336853,3,0,-2,-2,4,"Democrat",1
336938,3,0,-2,-2,4,"Democrat",1
337016,3,0,-2,-2,4,"Democrat",1
337030,3,0,1,1,4,"Republican",1
337146,4,0,-2,-2,4,"Republican",1
337306,3,0,1,1,4,"Democrat",1
337337,3,0,-2,-2,4,"Democrat",1
337368,4,2,3,2,4,"Democrat",1
337399,3,0,4,3,4,"Democrat",1
337405,4,0,-2,-2,4,"Republican",1
337467,3,0,-2,-2,4,"Republican",1
337474,4,0,-2,-2,4,"Democrat",1
337566,3,0,-2,-2,4,"Democrat",1
337580,3,0,-2,-2,4,"Democrat",1
337658,4,0,-2,-2,-1,"Democrat",1
337665,3,0,-2,-2,4,"Democrat",1
337672,3,0,-2,-2,4,"Republican",1
337696,4,0,1,1,4,"Republican",1
337726,4,0,1,1,4,"Democrat",1
337863,3,0,-2,-2,4,"Democrat",1
337887,4,0,-2,-2,4,"Republican",1
337924,3,0,-2,-2,4,"Republican",2
338057,3,0,-2,-2,4,"Republican",1
338125,3,0,-2,-2,4,"Democrat",1
338170,4,0,1,1,4,"Republican",1
338262,4,0,-2,-2,4,"Republican",1
338286,3,0,-2,-2,4,"Republican",1
338316,3,0,-2,-2,4,"Democrat",1
338354,3,0,-2,-2,4,"Democrat",2
338385,3,0,-2,-2,4,"Democrat",1
338415,3,0,-2,-2,4,"Democrat",1
338477,4,0,-2,-2,4,"Democrat",1
338507,4,0,-2,-2,4,"Democrat",1
338552,4,0,-2,-2,4,"Republican",1
338576,3,0,-2,-2,4,"Democrat",1
338590,3,0,-2,-2,4,"Democrat",1
338613,3,0,-2,-2,4,"Republican",1
338644,4,0,-2,-2,4,"Republican",1
338705,4,0,-2,-2,4,"Democrat",4
338743,4,0,-2,-2,4,"Democrat",1
338804,4,0,-2,-2,4,"Democrat",1
338811,4,0,-2,-2,-1,"Republican",2
338941,4,0,-2,-2,4,"Republican",1
338958,4,1,4,3,4,"Republican",1
339029,3,0,-2,-2,4,"Republican",1
339036,3,0,-2,-2,4,"Republican",1
339050,4,1,4,3,4,"Republican",1
339104,3,0,-2,-2,4,"Democrat",4
339128,3,0,-2,-2,4,"Republican",1
339258,3,0,-2,-2,4,"Democrat",1
339265,4,0,-2,-2,-1,"Republican",1
339272,3,0,-2,-2,4,"Republican",1
339296,3,0,-2,-2,4,"Republican",1
339319,3,0,-2,-2,4,"Republican",1
339340,4,0,-2,-2,4,"Republican",1
339456,3,0,-2,-2,4,"Democrat",1
339470,3,0,-2,-2,4,"Democrat",1
339555,3,0,-2,-2,4,"Democrat",1
339562,4,0,-2,-2,-1,"Republican",1
339746,4,0,-2,-2,4,"Democrat",1
339821,4,1,1,5,4,"Republican",1
339944,4,0,4,3,4,"Democrat",1
339982,3,0,-2,-2,4,"Democrat",1
340005,4,0,-2,-2,4,"Democrat",1
340050,4,0,-2,-2,-1,"Democrat",1
340173,4,0,-2,-2,4,"Democrat",1
340180,4,0,-2,-2,4,"Republican",1
340197,4,1,1,1,4,"Republican",1
340258,4,0,-2,-2,4,"Republican",1
340265,3,0,-2,-2,4,"Democrat",1
340272,4,0,-2,-2,-1,"Democrat",1
340302,3,0,-2,-2,4,"Republican",1
340319,4,0,-2,-2,4,"Republican",2
340364,3,0,-2,-2,4,"Democrat",1
340371,3,0,-2,-2,4,"Democrat",1
340449,4,0,1,1,4,"Democrat",1
340517,3,0,-2,-2,4,"Republican",1
340531,3,0,4,3,4,"Republican",4
340609,4,0,-2,-2,4,"Republican",1
340739,4,0,-2,-2,-1,"Democrat",1
340784,3,0,-2,-2,4,"Republican",1
340807,4,0,-2,-2,4,"Democrat",1
340821,3,0,-2,-2,4,"Republican",1
340890,3,1,3,4,4,"Republican",3
341008,3,1,1,5,4,"Democrat",1
341022,3,0,-2,-2,4,"Republican",1
341039,4,2,4,3,4,"Democrat",1
341060,4,0,-2,-2,4,"Democrat",3
341183,4,0,-2,-2,4,"Democrat",1
341213,3,2,4,3,4,"Republican",1
341244,4,0,-2,-2,4,"Republican",1
341305,4,0,-2,-2,4,"Democrat",1
341336,3,0,-2,-2,4,"Democrat",1
341343,4,0,-2,-2,4,"Democrat",1
341473,4,0,-2,-2,4,"Republican",1
341503,4,0,-2,-2,4,"Republican",1
341596,3,0,-2,-2,4,"Republican",1
341701,4,0,-2,-2,4,"Democrat",1
341718,3,0,-2,-2,4,"Republican",1
341725,3,0,-2,-2,4,"Republican",1
341732,4,0,-2,-2,4,"Democrat",1
341770,4,1,3,2,4,"Republican",1
341787,3,0,-2,-2,4,"Democrat",1
341800,3,0,-2,-2,4,"Republican",1
341831,3,0,-2,-2,4,"Republican",1
341886,4,0,-2,-2,4,"Democrat",1
341923,4,0,-2,-2,4,"Republican",1
341930,4,0,-2,-2,4,"Republican",1
341992,3,0,-2,-2,4,"Republican",1
342063,3,0,1,1,4,"Republican",1
342070,3,0,-2,-2,4,"Democrat",3
342179,3,1,1,5,4,"Democrat",1
342186,3,0,1,1,4,"Democrat",1
342193,3,0,-2,-2,4,"Democrat",1
342216,4,0,-2,-2,4,"Democrat",1
342247,4,0,-2,-2,4,"Republican",1
342261,3,0,-2,-2,4,"Republican",1
342414,3,2,4,3,4,"Republican",1
342438,4,0,-2,-2,-1,"Democrat",1
342483,3,0,-2,-2,4,"Republican",1
342544,3,0,1,1,4,"Democrat",1
342742,4,0,-2,-2,4,"Democrat",1
342797,3,0,-2,-2,4,"Democrat",1
342834,4,0,-2,-2,4,"Democrat",2
342896,4,0,-2,-2,4,"Democrat",1
342940,4,0,-2,-2,4,"Republican",1
342964,3,0,-2,-2,4,"Democrat",1
343035,4,1,3,4,4,"Democrat",1
343097,4,0,-2,-2,4,"Democrat",1
343134,4,0,-2,-2,-1,"Democrat",1
343158,4,0,1,1,4,"Democrat",1
343196,3,0,-2,-2,4,"Republican",1
343257,4,0,-2,-2,4,"Democrat",2
343264,4,0,-2,-2,4,"Republican",1
343288,4,0,-2,-2,-1,"Democrat",1
343349,3,0,-2,-2,4,"Democrat",3
343387,4,1,1,5,4,"Republican",1
343417,4,0,4,3,4,"Democrat",1
343479,3,0,-2,-2,4,"Republican",1
343554,4,1,1,5,4,"Republican",1
343578,3,0,-2,-2,4,"Republican",1
343585,4,0,-2,-2,4,"Democrat",1
343592,4,0,-2,-2,4,"Democrat",1
343622,4,0,-2,-2,4,"Republican",3
343646,4,0,-2,-2,4,"Republican",1
343707,3,0,-2,-2,4,"Democrat",1
343769,3,0,-2,-2,4,"Republican",1
343776,4,0,-2,-2,4,"Republican",1
343783,4,0,-2,-2,4,"Democrat",1
343882,4,0,-2,-2,4,"Democrat",1
343981,3,0,-2,-2,4,"Democrat",1
344083,3,0,-2,-2,4,"Democrat",1
344090,4,0,-2,-2,4,"Democrat",1
344113,3,0,1,1,4,"Democrat",1
344168,4,2,4,3,-1,"Republican",1
344267,3,0,-2,-2,4,"Republican",1
344373,4,0,-2,-2,4,"Democrat",1
344380,4,0,-2,-2,4,"Democrat",1
344397,4,0,-2,-2,4,"Republican",1
344496,4,0,4,3,4,"Republican",1
344533,4,0,-2,-2,4,"Democrat",1
344540,3,0,-2,-2,4,"Republican",1
344649,3,1,1,5,4,"Democrat",1
344779,4,2,4,3,4,"Democrat",1
344786,4,1,1,5,4,"Republican",1
344816,3,0,-2,-2,4,"Republican",1
344885,3,0,-2,-2,4,"Republican",1
344892,3,0,-2,-2,4,"Democrat",1
344908,4,0,-2,-2,4,"Democrat",1
344922,3,0,-2,-2,4,"Republican",1
344977,4,0,-2,-2,4,"Republican",1
345017,4,0,-2,-2,4,"Republican",1
345062,3,0,1,1,4,"Democrat",1
345079,4,0,-2,-2,4,"Democrat",1
345123,4,0,-2,-2,4,"Republican",1
345178,4,0,-2,-2,4,"Democrat",1
345208,4,1,3,4,-1,"Democrat",2
345215,4,0,-2,-2,4,"Republican",1
345352,4,0,-2,-2,4,"Democrat",1
345475,3,0,-2,-2,4,"Democrat",1
345567,3,0,-2,-2,4,"Democrat",1
345574,4,0,-2,-2,4,"Democrat",1
345581,3,0,-2,-2,4,"Democrat",1
345598,3,0,4,3,4,"Republican",1
345611,3,0,-2,-2,4,"Republican",1
345642,3,0,-2,-2,4,"Republican",1
345659,3,0,-2,-2,4,"Republican",1
345802,4,0,-2,-2,4,"Republican",1
345840,4,0,-2,-2,4,"Republican",1
345857,3,0,-2,-2,4,"Democrat",2
345901,4,0,-2,-2,4,"Democrat",1
345949,3,0,-2,-2,4,"Democrat",2
345970,4,0,-2,-2,4,"Republican",1
345987,4,1,3,4,4,"Republican",1
346041,3,0,4,3,4,"Republican",1
346065,3,0,-2,-2,4,"Democrat",1
346102,4,0,-2,-2,4,"Democrat",1
346133,3,0,-2,-2,4,"Democrat",1
346157,3,0,-2,-2,4,"Republican",1
346164,3,0,-2,-2,4,"Republican",1
346249,4,0,-2,-2,-1,"Democrat",1
346270,4,0,-2,-2,4,"Democrat",1
346294,3,0,-2,-2,4,"Republican",1
346461,4,1,4,3,-1,"Democrat",1
346492,4,0,-2,-2,-1,"Democrat",1
346515,3,0,-2,-2,4,"Republican",1
346539,3,0,-2,-2,4,"Democrat",1
346591,4,0,-2,-2,4,"Democrat",1
346669,4,0,-2,-2,4,"Republican",1
346799,4,0,-2,-2,4,"Republican",1
346843,3,0,-2,-2,4,"Republican",1
346911,3,0,-2,-2,4,"Democrat",2
347082,4,0,-2,-2,-1,"Democrat",1
347105,3,0,1,1,4,"Democrat",1
347136,4,0,-2,-2,4,"Republican",1
347167,4,0,-2,-2,4,"Democrat",1
347228,4,0,-2,-2,4,"Republican",1
347235,3,0,-2,-2,4,"Republican",1
347242,3,0,1,1,4,"Democrat",1
347280,4,0,-2,-2,4,"Democrat",1
347297,4,0,-2,-2,-1,"Democrat",1
347396,4,0,-2,-2,-1,"Democrat",2
347464,4,0,-2,-2,4,"Democrat",2
347488,4,0,-2,-2,4,"Republican",1
347501,4,0,1,1,4,"Democrat",1
347556,4,1,4,3,4,"Democrat",1
347570,3,1,1,1,4,"Democrat",1
347587,3,0,-2,-2,4,"Republican",1
347662,3,1,4,3,4,"Democrat",1
347686,4,1,4,3,4,"Republican",1
347754,3,0,-2,-2,4,"Republican",1
347853,4,0,-2,-2,4,"Republican",1
347891,3,0,1,1,4,"Republican",1
347983,4,0,-2,-2,-1,"Democrat",1
348016,3,2,4,3,-1,"Republican",4
348023,4,0,-2,-2,4,"Republican",1
348030,4,0,-2,-2,4,"Democrat",1
348092,3,0,-2,-2,4,"Republican",1
348122,4,1,4,3,4,"Republican",1
348207,3,0,-2,-2,4,"Democrat",1
348221,3,0,-2,-2,4,"Democrat",1
348238,3,0,-2,-2,4,"Republican",1
348283,4,0,-2,-2,4,"Democrat",3
348306,3,1,4,3,4,"Democrat",1
348351,4,0,-2,-2,4,"Republican",1
348368,3,1,1,5,4,"Democrat",1
348405,3,0,-2,-2,4,"Republican",1
348511,3,0,-2,-2,4,"Republican",1
348580,3,0,-2,-2,4,"Democrat",1
348603,3,0,-2,-2,4,"Democrat",1
348658,4,0,-2,-2,4,"Republican",1
348764,3,0,-2,-2,4,"Republican",1
348771,3,0,-2,-2,4,"Democrat",1
348795,4,0,-2,-2,4,"Democrat",1
348818,3,0,-2,-2,4,"Republican",1
348849,4,0,-2,-2,4,"Democrat",1
348924,3,0,-2,-2,4,"Democrat",1
348948,4,0,-2,-2,4,"Democrat",1
348955,4,1,1,5,4,"Democrat",1
348979,4,0,-2,-2,4,"Republican",1
349002,3,0,-2,-2,4,"Democrat",4
349019,4,0,-2,-2,4,"Republican",1
349088,3,0,-2,-2,4,"Democrat",5
349163,3,0,-2,-2,4,"Republican",2
349187,3,0,-2,-2,4,"Democrat",1
349194,3,0,-2,-2,4,"Democrat",1
349200,4,0,-2,-2,4,"Democrat",1
349224,4,0,-2,-2,4,"Democrat",1
349262,3,0,-2,-2,4,"Republican",1
349316,4,0,-2,-2,4,"Democrat",1
349323,4,0,-2,-2,4,"Democrat",2
349408,4,0,-2,-2,4,"Democrat",1
349415,4,0,-2,-2,4,"Democrat",1
349446,4,0,-2,-2,4,"Democrat",1
349491,3,0,4,3,4,"Republican",1
349576,4,0,1,1,4,"Republican",1
349606,4,0,-2,-2,4,"Democrat",1
349644,4,0,-2,-2,4,"Republican",2
349699,4,0,-2,-2,4,"Republican",1
349705,3,0,-2,-2,4,"Republican",1
349729,4,0,-2,-2,4,"Democrat",1
349736,3,0,-2,-2,4,"Republican",1
349842,4,0,-2,-2,4,"Republican",1
349910,3,0,-2,-2,4,"Republican",1
349941,3,1,4,3,4,"Democrat",1
350040,3,0,-2,-2,4,"Republican",1
350057,4,0,4,3,4,"Democrat",3
350101,3,0,-2,-2,4,"Republican",1
350125,3,0,-2,-2,4,"Republican",1
350156,4,0,-2,-2,4,"Democrat",1
350163,3,0,-2,-2,4,"Republican",1
350194,4,0,-2,-2,4,"Democrat",1
350200,4,0,-2,-2,4,"Democrat",1
350262,3,0,-2,-2,4,"Republican",1
350286,4,0,-2,-2,4,"Democrat",1
350316,3,1,4,3,4,"Democrat",1
350323,4,0,-2,-2,4,"Republican",1
350354,4,0,-2,-2,4,"Republican",1
350392,4,0,-2,-2,4,"Democrat",1
350552,3,0,-2,-2,4,"Republican",1
350590,4,1,-2,-2,4,"Republican",2
350606,3,0,-2,-2,4,"Democrat",1
350620,4,0,-2,-2,4,"Republican",1
350729,4,0,-2,-2,4,"Republican",1
350767,4,2,1,5,4,"Republican",1
350781,3,0,-2,-2,-1,"Democrat",1
350804,3,0,-2,-2,4,"Republican",1
350842,3,0,-2,-2,4,"Republican",1
350859,3,0,-2,-2,4,"Republican",1
350934,4,0,-2,-2,4,"Republican",1
350965,4,0,1,1,4,"Republican",1
351043,3,0,-2,-2,4,"Democrat",1
351050,3,0,-2,-2,4,"Republican",1
351074,3,0,-2,-2,4,"Republican",1
351081,4,0,-2,-2,4,"Republican",1
351098,4,0,-2,-2,4,"Democrat",1
351135,3,0,4,3,4,"Democrat",1
351180,4,0,-2,-2,4,"Democrat",1
351234,3,0,4,3,4,"Democrat",1
351296,3,0,-2,-2,4,"Democrat",1
351319,3,0,-2,-2,4,"Democrat",1
351326,4,0,-2,-2,4,"Republican",1
351333,3,0,-2,-2,4,"Republican",1
351340,4,0,-2,-2,4,"Republican",1
351494,4,1,1,5,4,"Republican",1
351593,3,0,-2,-2,4,"Republican",1
351630,3,0,-2,-2,4,"Democrat",1
351647,4,0,-2,-2,4,"Republican",1
351678,3,0,-2,-2,4,"Democrat",1
351685,4,0,1,1,4,"Republican",1
351753,3,0,-2,-2,4,"Democrat",1
351777,4,0,-2,-2,4,"Republican",1
351784,4,0,-2,-2,4,"Democrat",1
351838,4,0,-2,-2,4,"Democrat",2
351913,4,0,-2,-2,4,"Republican",1
351944,3,0,-2,-2,4,"Republican",1
352015,4,0,-2,-2,4,"Republican",1
352022,3,0,-2,-2,4,"Republican",1
352039,4,0,-2,-2,4,"Republican",1
352077,4,2,1,5,4,"Republican",5
352107,4,0,1,1,4,"Republican",1
352138,3,0,-2,-2,4,"Democrat",1
352183,4,2,4,3,-1,"Democrat",1
352206,4,0,-2,-2,4,"Republican",1
352244,3,0,-2,-2,4,"Republican",1
352305,3,0,-2,-2,4,"Democrat",1
352343,4,0,-2,-2,4,"Republican",1
352398,4,2,3,2,4,"Republican",1
352404,4,0,-2,-2,4,"Democrat",1
352442,3,0,1,1,4,"Democrat",2
352459,4,0,-2,-2,4,"Republican",1
352473,4,0,-2,-2,4,"Republican",1
352541,4,0,-2,-2,4,"Democrat",1
352619,3,0,-2,-2,4,"Democrat",2
352633,4,0,-2,-2,4,"Democrat",3
352664,4,0,-2,-2,4,"Republican",1
352695,4,0,-2,-2,4,"Democrat",1
352718,4,0,1,1,4,"Republican",1
352725,3,0,-2,-2,4,"Democrat",3
352749,4,0,-2,-2,4,"Republican",1
352763,3,0,-2,-2,4,"Democrat",1
352855,3,2,4,3,4,"Democrat",1
352862,4,0,-2,-2,4,"Republican",1
352893,4,0,-2,-2,4,"Republican",1
352916,4,0,-2,-2,4,"Republican",1
353063,4,0,-2,-2,4,"Democrat",1
353124,4,2,1,5,4,"Republican",1
353131,3,0,-2,-2,4,"Democrat",4
353292,4,1,4,3,4,"Democrat",1
353308,3,0,-2,-2,4,"Republican",1
353346,3,0,-2,-2,4,"Democrat",1
353353,4,0,-2,-2,-1,"Democrat",1
353360,4,0,-2,-2,4,"Republican",1
353377,4,0,-2,-2,4,"Democrat",1
353384,3,0,-2,-2,4,"Republican",1
353391,3,0,-2,-2,4,"Republican",1
353414,4,0,-2,-2,-1,"Democrat",1
353421,4,0,-2,-2,4,"Democrat",1
353469,3,1,1,5,-1,"Democrat",1
353476,3,0,-2,-2,4,"Democrat",1
353513,4,0,-2,-2,4,"Republican",1
353520,4,0,-2,-2,4,"Republican",1
353544,3,0,4,3,4,"Democrat",1
353551,3,0,-2,-2,4,"Republican",1
353643,4,0,-2,-2,4,"Republican",1
353667,3,0,-2,-2,4,"Democrat",1
353681,3,0,-2,-2,4,"Republican",1
353773,4,0,-2,-2,-1,"Republican",1
353780,3,0,-2,-2,4,"Democrat",1
353810,3,0,-2,-2,4,"Democrat",1
353834,4,0,-2,-2,4,"Democrat",1
353926,3,0,-2,-2,4,"Democrat",1
353957,3,0,-2,-2,4,"Democrat",1
353988,3,0,-2,-2,4,"Republican",1
354004,3,0,-2,-2,4,"Democrat",1
354073,3,0,-2,-2,4,"Republican",1
354134,4,0,-2,-2,4,"Democrat",1
354189,4,0,-2,-2,4,"Democrat",1
354196,4,0,-2,-2,4,"Republican",1
354202,4,0,-2,-2,4,"Democrat",1
354219,3,0,-2,-2,4,"Democrat",3
354240,3,0,-2,-2,4,"Democrat",1
354301,4,0,-2,-2,4,"Democrat",1
354318,4,0,-2,-2,4,"Democrat",1
354332,4,0,-2,-2,4,"Democrat",1
354363,3,0,-2,-2,4,"Democrat",1
354424,4,0,-2,-2,-1,"Democrat",1
354431,3,0,4,3,4,"Democrat",1
354462,4,0,-2,-2,-1,"Democrat",2
354479,3,0,-2,-2,4,"Democrat",1
354684,4,0,-2,-2,4,"Republican",1
354752,4,0,-2,-2,4,"Republican",1
354844,4,0,-2,-2,4,"Republican",1
354851,4,0,-2,-2,4,"Democrat",1
354868,3,0,-2,-2,4,"Democrat",1
354875,4,0,-2,-2,4,"Democrat",1
354905,4,0,-2,-2,4,"Republican",1
354929,4,0,-2,-2,4,"Republican",1
354950,4,0,-2,-2,4,"Democrat",1
354974,4,0,-2,-2,4,"Republican",1
355069,3,0,4,3,4,"Democrat",1
355151,4,0,-2,-2,4,"Republican",1
355182,4,0,-2,-2,-1,"Democrat",1
355267,4,0,-2,-2,4,"Democrat",2
355298,3,0,-2,-2,4,"Democrat",1
355335,4,0,4,3,4,"Democrat",1
355373,4,0,-2,-2,-1,"Democrat",1
355427,3,0,-2,-2,4,"Republican",1
355472,4,2,4,3,4,"Democrat",3
355519,4,0,-2,-2,4,"Democrat",1
355557,4,0,-2,-2,4,"Democrat",1
355564,4,0,-2,-2,4,"Democrat",1
355571,3,0,-2,-2,4,"Republican",1
355632,3,0,-2,-2,4,"Democrat",1
355656,4,0,-2,-2,4,"Democrat",1
355816,4,0,-2,-2,4,"Democrat",1
355908,3,0,-2,-2,4,"Democrat",2
355922,4,0,-2,-2,4,"Democrat",1
355977,4,0,-2,-2,4,"Republican",1
355991,3,0,-2,-2,4,"Republican",1
356048,4,0,4,3,4,"Republican",1
356062,4,0,-2,-2,4,"Republican",2
356123,4,0,-2,-2,4,"Republican",1
356147,4,0,-2,-2,4,"Democrat",1
356208,3,0,-2,-2,4,"Republican",1
356215,3,0,1,1,4,"Democrat",1
356253,3,0,-2,-2,4,"Democrat",1
356277,4,0,-2,-2,4,"Republican",1
356284,3,0,-2,-2,4,"Republican",1
356321,4,0,-2,-2,4,"Republican",1
356406,3,0,-2,-2,4,"Republican",1
356413,3,0,-2,-2,4,"Democrat",1
356444,3,0,1,1,4,"Democrat",1
356451,4,0,-2,-2,4,"Democrat",1
356475,4,0,-2,-2,4,"Republican",1
356512,4,0,-2,-2,4,"Democrat",1
356789,3,0,-2,-2,4,"Democrat",1
356819,4,0,-2,-2,4,"Democrat",1
356833,4,0,-2,-2,4,"Republican",1
356840,4,0,-2,-2,4,"Republican",1
356871,3,0,-2,-2,4,"Republican",1
356925,4,0,-2,-2,4,"Republican",1
356963,4,1,1,5,4,"Republican",1
356970,3,0,-2,-2,4,"Republican",1
356994,4,0,-2,-2,4,"Democrat",1
357072,4,0,-2,-2,4,"Republican",3
357102,3,0,-2,-2,4,"Democrat",1
357201,4,0,4,3,4,"Republican",1
357270,3,0,-2,-2,4,"Democrat",1
357294,4,0,-2,-2,4,"Republican",1
357416,3,0,-2,-2,4,"Republican",1
357430,4,0,-2,-2,4,"Republican",1
357485,4,1,4,3,-1,"Republican",3
357492,4,0,-2,-2,4,"Republican",1
357522,4,0,-2,-2,4,"Democrat",1
357683,4,0,4,3,4,"Republican",2
357751,4,0,-2,-2,4,"Democrat",1
357775,4,0,-2,-2,4,"Democrat",1
357829,4,0,-2,-2,4,"Republican",1
357973,4,2,1,5,4,"Democrat",1
358037,4,0,-2,-2,4,"Democrat",1
358105,4,0,-2,-2,-1,"Democrat",1
358112,4,1,3,4,4,"Democrat",1
358150,4,0,-2,-2,4,"Democrat",2
358242,3,0,-2,-2,4,"Republican",1
358280,3,0,-2,-2,4,"Democrat",1
358327,4,0,-2,-2,4,"Democrat",2
358396,3,0,-2,-2,4,"Democrat",1
358440,3,0,-2,-2,4,"Democrat",1
358457,4,0,-2,-2,-1,"Democrat",1
358501,3,0,-2,-2,4,"Democrat",1
358525,3,0,-2,-2,4,"Republican",1
358549,4,0,-2,-2,4,"Democrat",1
358570,3,0,-2,-2,4,"Republican",1
358648,4,0,-2,-2,4,"Republican",1
358655,4,0,-2,-2,4,"Democrat",1
358709,3,0,-2,-2,4,"Republican",1
358747,3,0,-2,-2,4,"Democrat",1
358754,4,0,-2,-2,4,"Republican",1
358815,3,0,-2,-2,4,"Republican",1
358952,4,0,-2,-2,4,"Republican",1
358976,4,0,-2,-2,4,"Republican",1
358983,3,0,-2,-2,4,"Democrat",1
359047,3,2,4,3,-1,"Republican",1
359054,3,0,-2,-2,4,"Democrat",1
359085,3,2,4,3,4,"Democrat",1
359146,3,0,-2,-2,4,"Democrat",2
359177,4,0,-2,-2,4,"Democrat",1
359207,3,0,4,3,4,"Democrat",1
359245,4,0,-2,-2,4,"Republican",1
359283,3,0,1,1,4,"Democrat",1
359382,4,0,-2,-2,4,"Republican",1
359467,3,0,-2,-2,4,"Democrat",2
359498,4,0,-2,-2,4,"Republican",1
359580,4,0,-2,-2,4,"Democrat",2
359597,3,0,-2,-2,4,"Democrat",1
359610,4,1,1,5,4,"Democrat",1
359702,3,0,-2,-2,4,"Republican",1
359764,4,0,-2,-2,4,"Republican",1
359825,4,0,-2,-2,-1,"Democrat",1
359849,3,0,-2,-2,4,"Democrat",1
359887,3,0,-2,-2,4,"Republican",1
359900,3,0,-2,-2,4,"Republican",1
359962,3,0,1,1,4,"Democrat",1
360061,3,0,-2,-2,4,"Democrat",2
360177,3,0,4,3,4,"Democrat",1
360184,3,0,-2,-2,4,"Democrat",1
360214,4,0,-2,-2,4,"Republican",2
360290,3,0,-2,-2,4,"Democrat",1
360320,3,0,-2,-2,4,"Republican",1
360337,3,0,-2,-2,4,"Democrat",1
360382,4,0,1,1,-1,"Democrat",1
360412,4,0,-2,-2,4,"Democrat",1
360429,4,0,-2,-2,-1,"Democrat",1
360443,3,0,-2,-2,4,"Republican",1
